objectid,system_id,format,title,item_type,author,primary_investigator,supervisor,all_people,date,date-range,department,college,desciprition,amount,status,sponsor,prime,notes,abstract,subject,language,format_description,identifier,degree,publisher,permalink,proposal,due_date,direct,indirect,oh_rate,start_date,end_date,approval,action
ikdb190,CP71119390320001451,record,The effect of prejudice upon the employment of Indians.,Professional paper,John Alfred Knoll,,,John Alfred Knoll ; ,1947,,,, | ,,,,,,,Indians of North America -- Employment; Discrimination in employment -- United States,eng,45 leaves : photographs ; 28 cm,,M.S.,"University of Idaho, 1947.",https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71119390320001451,,,,,,,,,
ikdb191,CP71136209780001451,record,The Indian hunter and animals,Thesis,Vincent John Hendrix,,,Vincent John Hendrix ; ,1986,,,, | Typescript.; Includes bibliographical references (leaves 143-148).,,,,,Typescript.; Includes bibliographical references (leaves 143-148).,,Indians of North America -- Hunting; Indians of North America -- Religion; Indian mythology -- North America,eng,"v, 148 leaves, bound ; 28 cm",,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71136209780001451,,,,,,,,,
ikdb192,CP71129530090001451,record,The relationship between eye contact and respect in the children of the Chippewa-Cree tribe,Thesis,Deborah Keck,,,Deborah Keck ; ,1981,,,, | Includes bibliographical references (leaves 17-18).,,,,,Includes bibliographical references (leaves 17-18).,,Nonverbal communication; Gaze -- Psychological aspects; Ojibwa Indians; Cree Indians,eng,"ii, 23 leaves ; 28 cm",,M.S.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71129530090001451,,,,,,,,,
ikdb193,CP71146617110001451,record,Indian Creek Ranch,Thesis,Keeven Shropshire,,,Keeven Shropshire ; ,1982,,,, | ,,,,,,,Ranches -- Idaho -- Blaine County; Resorts -- Idaho -- Blaine County,eng,"3, [37] leaves : illustrations, maps ; 28 cm",,B. Arch.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71146617110001451,,,,,,,,,
ikdb194,CP71112993590001451,record,Mathematical programming to combine market and traditional values in Nez Perce Tribal forest management,Thesis,Masashi Konoshima,,,Masashi Konoshima ; ,2001,,,, | Includes bibliographical references (leaves 91-96).,,,,,Includes bibliographical references (leaves 91-96).,,Forest reserves -- Multiple use -- Idaho -- Nez Percé Indian Reservation -- Mathematical models; Forest reserves -- Multiple use -- Mathematical models; Forest management -- Idaho -- Nez Percé Indian Reservation -- Planning; Forest management -- Idaho -- Nez Percé Indian Reservation -- Mathematical models; Forest management -- Mathematical models,eng,"xii, 96 leaves : illustrations ; 29 cm",,M.S.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71112993590001451,,,,,,,,,
ikdb195,CP71119433440001451,record,"Chief Spokane Garry, early Indian educator.",Professional paper,Lewis Clarence Miles,,,Lewis Clarence Miles ; ,1936,,,, | ,,,,,,,"Spokane Garry, 1811?-1892",eng,44 leaves ; 28 cm,,M.S.,"University of Idaho, 1936.",https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71119433440001451,,,,,,,,,
ikdb196,CP71117862490001451,record,"Conceptions of depression among Nez Perce Indians, non-Indians, and mental health practitioners",Thesis,Jeffery J. Vander Wielen,,,Jeffery J. Vander Wielen ; ,1990,,,, | Includes bibliographical references (leaves 66-69).,,,,,Includes bibliographical references (leaves 66-69).,,"Depression, Mental; Nez Percé Indians -- Mental health; Indians of North America -- Mental health",eng,"vii, 69 leaves : forms ; 28 cm",,M.S.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71117862490001451,,,,,,,,,
ikdb197,CP71164566690001451,record,The administration of Indian affairs in the allotment and citizenship period : 1887 to date,Thesis,Milton J. Burns,,,Milton J. Burns ; ,1954,,,, | Typescript.; Includes bibliographical references (leaves 112-115).,,,,,Typescript.; Includes bibliographical references (leaves 112-115).,,"Indians of North America -- Government relations;  Indians, Treatment of -- North America",eng,119 leaves ; 28 cm,,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71164566690001451,,,,,,,,,
ikdb198,CP71123740620001451,record,The adoptability of cooperative business enterprises among American Indian tribes,Thesis,David Christopher Smith,,,David Christopher Smith ; ,1996,,,, | Includes bibliographical references (leaves 164-168).,,,,,Includes bibliographical references (leaves 164-168).,,Indian business enterprises; Minority business enterprises -- United States; Cooperative societies -- United States; Nez Percé Indians -- Economic conditions,eng,"xii, 185 leaves : map ; 29 cm",,M.S.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71123740620001451,,,,,,,,,
ikdb199,CP71140288320001451,record,A survey of materials needs of educators of Northwest Indians in Northern Idaho,Thesis,Michael James Johnson,,,Michael James Johnson ; ,1973,,,, | Includes bibliographical references (leaves 36-39).,,,,,Includes bibliographical references (leaves 36-39).,,Indians of North America -- Education -- Idaho -- Idaho Panhandle; Teaching -- Aids and devices; Teachers -- Idaho -- Idaho Panhandle -- Attitudes,eng,"v, 51 leaves ; 29 cm",,M.S.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71140288320001451,,,,,,,,,
ikdb200,CP71143379850001451,record,"An investigation of abundance and habitats of ring-necked pheasant (Phasianus colchicus) and California quail (Lophortyx claifornicus) on the Umatilla Indian Reservation, Oregon",Thesis,Dean Harris Rose,,,Dean Harris Rose ; ,1983,,,, | Includes bibliographical references (leaves 51-54).,,,,,Includes bibliographical references (leaves 51-54).,,Ring-necked pheasant; California quail; Upland game bird management -- Oregon -- Umatilla Indian Reservation,eng,"x, 166 leaves : maps ; 28 cm",,M.S.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71143379850001451,,,,,,,,,
ikdb201,CP71135742580001451,record,A preliminary study of archaeological relationships at the Mission of the Sacred Heart of Jesus to the Coeur d'Alene Indians,Thesis,Robert McDonald Weaver,,,Robert McDonald Weaver ; ,1976,,,, | Includes bibliographical references (leaves 115-120).,,,,,Includes bibliographical references (leaves 115-120).,,"Coeur d'Alene Mission of the Sacred Heart (Cataldo, Idaho); Jesuits -- Missions -- Idaho -- History; Catholic Church -- Missions -- Idaho -- History; Missions -- Idaho -- History; Coeur d'Alene Indians -- Missions -- History",eng,"viii, 120 leaves : illustrations ; 28 cm",,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71135742580001451,,,,,,,,,
ikdb202,CP71144446430001451,record,Medicine crossing,Thesis,Benedict J. Colombi,,,Benedict J. Colombi ; ,2001,,,, | Includes bibliographical references (leaves 92-96).,,,,,Includes bibliographical references (leaves 92-96).,,"Baines, David; Indians of North America -- Ethnic identity; Indian physicians -- United States -- Biography",eng,"iv, 98 leaves : illustrations (some color) ; 29 cm",,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71144446430001451,,,,,,,,,
ikdb203,CP71126885460001451,record,"Hn-Shil-Ki-Un, the circle of song : constructing identity within a Coeur d'Alene Indian family",Thesis,Aaron R. Denham,,,Aaron R. Denham ; ,2002,,,, | Includes bibliographical references (leaves 107-111).,,,,,Includes bibliographical references (leaves 107-111).,,Si John family; Coeur d'Alene Indians -- Ethnic identity; Indians of North America -- Idaho -- Ethnic identity,eng,"ix, 119 leaves : illustrations ; 29 cm",,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71126885460001451,,,,,,,,,
ikdb204,CP71161088760001451,record,The decline of the Northern Cheyennes since the Civil War.,Thesis,John Schaller Foote,,,John Schaller Foote ; ,1972,,,, | Includes bibliographical references (leaves 123-130).,,,,,Includes bibliographical references (leaves 123-130).,,Cheyenne Indians,eng,"vi, 130 leaves : map ; 29 cm",,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71161088760001451,,,,,,,,,
ikdb205,CP71366573000001451,record,A multi-faceted approach to understanding notched net sinker manufacture in the Columbia Plateau,Thesis,Cynthia Renee Hannold,,Robert Lee Sappington,Cynthia Renee Hannold ; Robert Lee Sappington,2019,,,,"Abstract: Cobble tools, including modified stone net sinkers, though abundant in the archaeological record, are understudied and underrepresented in the archaeological literature. Net sinkers are used to weight nets, lines, and traps. Each modified type of net sinker is found in the Columbia Plateau culture area, where evidence of fishing dates as far back as 10,000 BP. Unlike many other fishing tools, net sinkers can point to an intensification of this subsistence practice resulting in the acquisition of larger quantities of fish. While fishing was not the only form of traditional subsistence, it was significant to the diets of the Native inhabitants of the Columbia Plateau and increased over time and across space. Stone fishing technology is also key to recognizing riverine resource procurement since other fishing tools are often made from organic materials and do not survive in the archaeological record. Because notched net sinkers are the most common type found in the Columbia Plateau, this thesis employs analytical research to determine how frequent net sinkers occur across time and space in the southern Plateau. Finally, experimental processes are utilized to determine probable methods for notched net sinker manufacture. | Major professor: Sappington, Robert L. Committee members: Mark Warner; Don Tyler; Dale Croes.; Includes bibliographical references (leaves 109-123).",,,,,"Major professor: Sappington, Robert L. Committee members: Mark Warner; Don Tyler; Dale Croes.; Includes bibliographical references (leaves 109-123).","Abstract: Cobble tools, including modified stone net sinkers, though abundant in the archaeological record, are understudied and underrepresented in the archaeological literature. Net sinkers are used to weight nets, lines, and traps. Each modified type of net sinker is found in the Columbia Plateau culture area, where evidence of fishing dates as far back as 10,000 BP. Unlike many other fishing tools, net sinkers can point to an intensification of this subsistence practice resulting in the acquisition of larger quantities of fish. While fishing was not the only form of traditional subsistence, it was significant to the diets of the Native inhabitants of the Columbia Plateau and increased over time and across space. Stone fishing technology is also key to recognizing riverine resource procurement since other fishing tools are often made from organic materials and do not survive in the archaeological record. Because notched net sinkers are the most common type found in the Columbia Plateau, this thesis employs analytical research to determine how frequent net sinkers occur across time and space in the southern Plateau. Finally, experimental processes are utilized to determine probable methods for notched net sinker manufacture.","Stone implements -- Columbia Plateau -- Analysis; Experimental archaeology -- Columbia Plateau; Fishing, Prehistoric -- Columbia Plateau; Indians of North America -- Columbia Plateau -- Antiquities; Subsistence economy -- Columbia Plateau -- History; Fishing weights",eng,208 leaves : illustrations (some color) ; 29 cm,ISBN: 9798662416628,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71366573000001451,,,,,,,,,
ikdb206,CP71174016220001451,record,Biological distance of the aboriginal Colville and Nez Perce populations derived from skull non-metric features,Thesis,Raymond Carino,,,Raymond Carino ; ,1987,,,, | Typescript.; Includes bibliographical references (leaves 78-86).,,,,,Typescript.; Includes bibliographical references (leaves 78-86).,,Indians of North America -- Craniology; Craniology; Colville Indians; Nez Percé Indians,eng,"viii, 86 leaves, bound : illustrations ; 28 cm",,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71174016220001451,,,,,,,,,
ikdb207,CP7198967400001451,record,A process evaluation of the development and implementation of a learning unit on non-indigenous invasive species,Thesis,Gretchen Ziemer,,,Gretchen Ziemer ; ,2006,,,, | Includes bibliographical references (leaves 124-130).,,,,,Includes bibliographical references (leaves 124-130).,,Invasive plants -- Study and teaching (Secondary) -- Idaho; Alien plants -- Study and teaching (Secondary) -- Idaho,eng,"viii, 166 leaves : illustrations ; 29 cm",,M.S.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP7198967400001451,,,,,,,,,
ikdb208,CP71136261640001451,record,The development and validation of a measure of acculturation for Nez Perce males,Thesis,Louisa S. Walker,,,Louisa S. Walker ; ,1993,,,, | Includes bibliographical references (leaves 38-41).,,,,,Includes bibliographical references (leaves 38-41).,,Nez Percé Indians -- Cultural assimilation; Indians of North America -- Cultural assimilation; Acculturation; Nez Percé Indians -- Social conditions; Indians of North America -- Social conditions,eng,"vii, 61 leaves ; 28 cm",,M.S.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71136261640001451,,,,,,,,,
ikdb209,CP71104369610001451,record,Nez Perce dress : a study in culture change,Thesis,Stephen D. Shawley,,,Stephen D. Shawley ; ,1974,,,, | Includes bibliographical references (pages 313-336).,,,,,Includes bibliographical references (pages 313-336).,,Nez Percé Indians -- Clothing; Indians of North America -- Clothing,eng,"336 leaves : illustrations, portraits ; 29 cm",,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71104369610001451,,,,,,,,,
ikdb210,CP71107953930001451,record,War of frustration : the United States Army's field commanders and the war for the northern plains,Thesis,Kirk Leichner,,,Kirk Leichner ; ,2001,,,, | Includes bibliographical references (leaves 177-187).,,,,,Includes bibliographical references (leaves 177-187).,,Dakota Indians -- Wars; Indians of North America -- Wars -- Great Plains,eng,"v, 187 leaves : illustrations, maps ; 29 cm",,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71107953930001451,,,,,,,,,
ikdb211,CP71146756860001451,record,Sedentism and resource availability of the Coeur D'Alene at or before European contact,Thesis,Michael Striker,,,Michael Striker ; ,1995,,,, | Includes bibliographical references (leaves 95-104).,,,,,Includes bibliographical references (leaves 95-104).,,Coeur d'Alene Indians -- Social life and customs; Coeur d'Alene Indians -- Civilization; Spokane Indians -- Social life and customs; Spokane Indians -- Civilization; Nez Percé Indians -- Social life and customs; Nez Percé Indians -- Civilization,eng,"vii, 104 leaves : maps (1 color) ; 28 cm",,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71146756860001451,,,,,,,,,
ikdb212,CP71163842760001451,record,Nez Perce flat twined bags : a study of symbols,Thesis,Kathryn Arneson,,,Kathryn Arneson ; ,1993,,,, | Includes bibliographical references (leaves 143-154).,,,,,Includes bibliographical references (leaves 143-154).,,"Nez Percé baskets; Indian baskets -- Northwest, Pacific",eng,"ix, 169 leaves : illustrations ; 28 cm",,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71163842760001451,,,,,,,,,
ikdb213,CP71136272340001451,record,Horizontal transfer of an environmentally acquired R factor from an introduced Escherichia coli to indigenous soil organisms in a field plot,Thesis,Margaret Connelly McGovern,,,Margaret Connelly McGovern ; ,1991,,,, | Includes bibliographical references (leaves 49-56).,,,,,Includes bibliographical references (leaves 49-56).,,Escherichia coli -- Genetics; Bacterial genetics; Genetic regulation; DNA -- Synthesis; Soil microbiology,eng,"ix, 79 leaves : illustrations ; 28 cm",,M.S.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71136272340001451,,,,,,,,,
ikdb214,CP7197504160001451,record,Interior Salish populations : a proposal for human landscape ecology,Thesis,Bryan Nickels,,,Bryan Nickels ; ,1998,,,, | Includes bibliographical references (leaves 85-91).,,,,,Includes bibliographical references (leaves 85-91).,,Salish Indians -- British Columbia; Landscape ecology; Anthropology -- Research,eng,"ix, 91 leaves : illustrations, map ; 29 cm",,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP7197504160001451,,,,,,,,,
ikdb215,CP71160458390001451,record,An analysis of maize remains from southwestern Colorado,Thesis,Norbert Valdez,,,Norbert Valdez ; ,1978,,,, | Includes bibliographical references (leaves 104-111).,,,,,Includes bibliographical references (leaves 104-111).,,Corn -- Colorado; Pueblo Indians,eng,"viii, 111 leaves : illustrations, maps ; 28 cm",,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71160458390001451,,,,,,,,,
ikdb216,CP71168160440001451,record,Watercraft distribution throughout the Plateau Culture area,Thesis,Shari Maria Silverman,,,Shari Maria Silverman ; ,2003,,,, | Includes bibliographical references (leaves 78-86).,,,,,Includes bibliographical references (leaves 78-86).,,"Indians of North America -- Boats -- Northwest, Pacific",eng,"viii, 86 leaves : illustrations, maps ; 29 cm",,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71168160440001451,,,,,,,,,
ikdb217,CP71136965050001451,record,Reasons Native Americans drop out of high school in the State of Idaho,Thesis,Christian K. Wuthrich,,,Christian K. Wuthrich ; ,1998,,,, | Includes bibliographical references (leaves 32-34).,,,,,Includes bibliographical references (leaves 32-34).,,High school dropouts -- Idaho; Indian youth -- Idaho,eng,"vii, 49 leaves ; 29 cm",,M.S.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71136965050001451,,,,,,,,,
ikdb218,CP71119433930001451,record,"War for the Powder River Country, 1865-1868",Thesis,Patrick Harris Gagon,,,Patrick Harris Gagon ; ,1978,,,, | Includes bibliographical references (leaves 86-90).,,,,,Includes bibliographical references (leaves 86-90).,,"Red Cloud, 1822-1909;  Indians of North America -- Wars -- 1862-1865;  Indians of North America -- Government relations",eng,"vi, 90 leaves : illustrations ; 28 cm",,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71119433930001451,,,,,,,,,
ikdb219,CP71170621410001451,record,Alder complex kitchens : experimental replication of paleoindian cooking facilities,Thesis,Steven W. Armstrong,,,Steven W. Armstrong ; ,1993,,,, | Includes bibliographical references (leaves 146-153).,,,,,Includes bibliographical references (leaves 146-153).,,Indians of North America -- Montana -- Madison County; Paleo-Indians -- Montana -- Madison County -- Antiquities; Excavations (Archaeology) -- Montana -- Madison County; Barton Gulch Site (Mont.),eng,"viii, 153 leaves : illustrations, maps ; 28 cm",,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71170621410001451,,,,,,,,,
ikdb220,CP71181452000001451,record,Effects of government policy on Indian wheat market,Thesis,Supoj Sinsuriya,,,Supoj Sinsuriya ; ,2004,,,, | Includes bibliographical references (leaves 89-92).,,,,,Includes bibliographical references (leaves 89-92).,,Wheat trade -- Prices -- Government policy -- India; Wheat -- Prices -- Government policy -- India; Price regulation -- Mathematical models,eng,"x, 96 leaves : illustrations ; 28 cm",,M.S.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71181452000001451,,,,,,,,,
ikdb221,CP71167201380001451,record,Influences of the Hudson's Bay Company on the native cultures of the Colvile District,Thesis,David H. Chance,,,David H. Chance ; ,1973,,,, | Includes bibliographical references (pages 138-166).,,,,,Includes bibliographical references (pages 138-166).,,"Hudson's Bay Company; Colville Indians -- History; Indians of North America -- Northwest, Pacific -- History; Fur trade -- Northwest, Pacific -- History; Northwest, Pacific -- History",eng,"viii, 166 pages : illustrations, maps ; 28 cm",,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71167201380001451,,,,,,,,,
ikdb222,CP71147268850001451,record,Predicting intentions of Native Americans to participate in adult physical education classes using the theory of planned behavior,Thesis,Jeffrey R. Rigg,,,Jeffrey R. Rigg ; ,2002,,,, | Includes bibliographical references (leaves 68-70).,,,,,Includes bibliographical references (leaves 68-70).,,"Exercise -- Psychological aspects; Indians of North America -- Health and hygiene -- Northwest, Pacific; Indians of North America -- Northwest, Pacific -- Attitudes",eng,"vii, 78 leaves : illustrations ; 29 cm",,M.S.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71147268850001451,,,,,,,,,
ikdb223,CP71320256800001451,record,Sweat lodge on campus : examining barriers of communication of a project between native students and the University of Idaho,Thesis,Jonathan E. Moon,,"Rodney Frey, 1950- degree supervisor.","Jonathan E. Moon ; Rodney Frey, 1950- degree supervisor.",2019,,Anthropology,,"Abstract: The University of Idaho is a land grant university which is located on traditional Nez Perce lands. Located in the city of Moscow, Idaho the university is located with indigenous tribes surrounding it in all directions. Over the past several decades the university has worked to create relationships with the surrounding tribes through collaborative projects. Through these relationships the university has demonstrated a desire to recruit indigenous students and makes continued efforts to improve retention rates among these students. The most recent of these efforts is a collaborative project to set aside space for a sweat lodge for the university indigenous community. In this paper I seek to examine this recent process for possible barriers in communication which if addressed could work towards strengthening the relationships between the U of I and its surrounding native communities as well as its own community of native students and faculty while working to continue the goals of native student recruitment and retention. | Major professor: Rodney Frey.; Includes bibliographical references (leaves 36-37).",,,,,Major professor: Rodney Frey.; Includes bibliographical references (leaves 36-37).,"Abstract: The University of Idaho is a land grant university which is located on traditional Nez Perce lands. Located in the city of Moscow, Idaho the university is located with indigenous tribes surrounding it in all directions. Over the past several decades the university has worked to create relationships with the surrounding tribes through collaborative projects. Through these relationships the university has demonstrated a desire to recruit indigenous students and makes continued efforts to improve retention rates among these students. The most recent of these efforts is a collaborative project to set aside space for a sweat lodge for the university indigenous community. In this paper I seek to examine this recent process for possible barriers in communication which if addressed could work towards strengthening the relationships between the U of I and its surrounding native communities as well as its own community of native students and faculty while working to continue the goals of native student recruitment and retention.",University of Idaho; Intercultural communication -- Idaho -- Moscow; Nez Percé Indians -- Idaho -- Moscow,eng,"1 online resource (v, 47 leaves) : color maps.",ISBN: 9781085578707 ; ISBN: 1085578704,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71320256800001451,,,,,,,,,
ikdb224,CP71320707130001451,record,Sweat lodge on campus : examining barriers of communication of a project between native students and the University of Idaho,Thesis,Jonathan E. Moon,,"Rodney Frey, 1950- degree supervisor.","Jonathan E. Moon ; Rodney Frey, 1950- degree supervisor.",2019,,Anthropology,,"Abstract: The University of Idaho is a land grant university which is located on traditional Nez Perce lands. Located in the city of Moscow, Idaho the university is located with indigenous tribes surrounding it in all directions. Over the past several decades the university has worked to create relationships with the surrounding tribes through collaborative projects. Through these relationships the university has demonstrated a desire to recruit indigenous students and makes continued efforts to improve retention rates among these students. The most recent of these efforts is a collaborative project to set aside space for a sweat lodge for the university indigenous community. In this paper I seek to examine this recent process for possible barriers in communication which if addressed could work towards strengthening the relationships between the U of I and its surrounding native communities as well as its own community of native students and faculty while working to continue the goals of native student recruitment and retention. | Major professor: Rodney Frey.; Includes bibliographical references (leaves 36-37).",,,,,Major professor: Rodney Frey.; Includes bibliographical references (leaves 36-37).,"Abstract: The University of Idaho is a land grant university which is located on traditional Nez Perce lands. Located in the city of Moscow, Idaho the university is located with indigenous tribes surrounding it in all directions. Over the past several decades the university has worked to create relationships with the surrounding tribes through collaborative projects. Through these relationships the university has demonstrated a desire to recruit indigenous students and makes continued efforts to improve retention rates among these students. The most recent of these efforts is a collaborative project to set aside space for a sweat lodge for the university indigenous community. In this paper I seek to examine this recent process for possible barriers in communication which if addressed could work towards strengthening the relationships between the U of I and its surrounding native communities as well as its own community of native students and faculty while working to continue the goals of native student recruitment and retention.",University of Idaho; Intercultural communication -- Idaho -- Moscow; Nez Percé Indians -- Idaho -- Moscow,eng,"v, 47 leaves : color maps ; 29 cm",Print ISBN: 9781085578707,M.A.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP71320707130001451,,,,,,,,,
ikdb225,CP99211674201851,record,The Native American persistence in higher education : a journey through story to identify the family support to Native American graduates,Thesis,Yolanda J. Guzman Bisbee,,Georgia Johnson,Yolanda J. Guzman Bisbee ; Georgia Johnson,2013,,,,"Abstract: This Indigenous Framed Research will utilize counter-storytelling through shared collaborator stories provided by Nez Perce Native American Graduates. The methodology is shaped by an Indigenous Framework as this form of research promotes and develops a culturally resonant environment for constructing, analyzing and sharing information.; The foundation of an Indigenous Framework is to maintain the 3R's of Respect, Reciprocity and Relationality. Incorporating the 3R's in this research will aid to contextually analyze the family support the Nez Perce graduates were provided to persist to graduation from a public, four-year Institution of Higher Education. This Indigenous Research framework and arguments framed in Tribal Critical Race Theory (TribalCrit) are central in analyzing the experiences that Native peoples have faced in the past and continue to face in the present, which are based on the unique relationship Native Americans have with the U.S. Government.; By utilizing the constructs defined through TribalCrit, this research emphasizes the balancing act of maintaining cultural integrity and gaining a Western education that Native students must face and master when they choose to purse higher education. It further emphasizes that as more Native students become educated, they are starting to develop practices and strategies involving family support that help them adapt to the Western education world.; Research findings from this study will be given with the Nez Perce Tribe and the tribal collaborators, as well as the Education Offices of the Tribes that they represent in order to follow the construct of reciprocity that this research was developed upon. | Major professor: Georgia Johnson.; Includes bibliographical references (pages 92-94).",,,,,Major professor: Georgia Johnson.; Includes bibliographical references (pages 92-94).,"Abstract: This Indigenous Framed Research will utilize counter-storytelling through shared collaborator stories provided by Nez Perce Native American Graduates. The methodology is shaped by an Indigenous Framework as this form of research promotes and develops a culturally resonant environment for constructing, analyzing and sharing information.; The foundation of an Indigenous Framework is to maintain the 3R's of Respect, Reciprocity and Relationality. Incorporating the 3R's in this research will aid to contextually analyze the family support the Nez Perce graduates were provided to persist to graduation from a public, four-year Institution of Higher Education. This Indigenous Research framework and arguments framed in Tribal Critical Race Theory (TribalCrit) are central in analyzing the experiences that Native peoples have faced in the past and continue to face in the present, which are based on the unique relationship Native Americans have with the U.S. Government.; By utilizing the constructs defined through TribalCrit, this research emphasizes the balancing act of maintaining cultural integrity and gaining a Western education that Native students must face and master when they choose to purse higher education. It further emphasizes that as more Native students become educated, they are starting to develop practices and strategies involving family support that help them adapt to the Western education world.; Research findings from this study will be given with the Nez Perce Tribe and the tribal collaborators, as well as the Education Offices of the Tribes that they represent in order to follow the construct of reciprocity that this research was developed upon.","Nez Percé Indians -- Education (Higher) -- Idaho -- Moscow;  Education, Higher -- Parent participation;  Indian college students -- United States -- Case studies",eng,"1 online resource (viii, 98 pages)",,Ed. D.,University of Idaho.,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/1j5b4no/CP99211674201851,,,,,,,,,
